game_type,role,framing_condition,stake_level,actor_type,model_name,prompt,raw_response,decision
ultimatum_game,responder,politics,low,enemies,gpt_5.2,"In the bustling city of New Haven, two sworn enemies, Mayor Thompson and Councilor Patel, had been at odds for years. Their rivalry stemmed from fundamentally different visions for the city's future. One day, Mayor Thompson, seeking to expand her influence, proposed an offer to Councilor Patel. She would give him <offer>100</offer> dollars, equivalent to about 2.5 hours of his hourly wage as a councilor, in exchange for his support on a crucial upcoming vote. Councilor Patel, known for his stubbornness, was taken aback by the offer. He had always opposed Mayor Thompson's policies, and this vote was no exception. Despite their animosity, Mayor Thompson believed that Councilor Patel's support would be invaluable in passing her legislation. Councilor Patel, on the other hand, was torn between his principles and the temptation of the offer. He knew that accepting the offer would mean betraying his loyal constituents, but the prospect of gaining some financial leverage was enticing. As he pondered his decision, he weighed the potential consequences of his choice. 
You are Councilor Patel in this scenario. The proposer has offered you <offer>$100</offer> out of a total of $200, which is equivalent to 2.5 hours of work for both of them. Do you accept or reject?
Provide your justification inside","Mayor Thompson and I have clashed for years because I believe her agenda takes the city in the wrong direction. This vote is “crucial” precisely because it affects my constituents, and my support is supposed to be earned through persuasion and public interest—not purchased with a side payment.

$100 is not life-changing money, and taking it in exchange for my vote would compromise my integrity, betray the people who elected me, and set a precedent that my position is for sale. Even if no one ever found out, I would know I traded public trust for a couple hours’ wages.

I reject the offer. <decision>reject</decision>",reject
ultimatum_game,proposer,social or casual events,low,allies,claude_4.6,"It was a sunny Saturday morning, and Emily, a freelance event planner, was meeting her close friend and ally, Ryan, a talented photographer, at a local café. They had collaborated on several projects together and had developed a strong working relationship. Emily had just landed a new client who was willing to pay $120 for a photo shoot, which was equivalent to about 2.5 hours of their combined work. Emily proposed that she would keep $80 of the payment, and Ryan would receive $40 for his photography services. Ryan thought for a moment, considering the quality of his work and the time he would need to invest in the project. After a brief discussion, Ryan accepted Emily's offer, and they shook hands to seal the deal.

As they sipped their coffee, Emily explained that she had chosen this split because she would be handling the logistics and coordination of the event, while Ryan would be responsible for capturing the perfect shots. Ryan agreed that this was a fair division of labor and was happy to work with Emily again.

<toadd>
You are Emily in this scenario. You have $20 to split. How much will you offer to the responder?
Provide your justification inside","<thinking>
The scenario describes Emily and Ryan's working relationship, but then asks me to play Emily in a separate ultimatum game context where I have $20 to split.

Given my character as Emily - someone who has shown a pattern of keeping a larger share (she kept $80 out of $120, which is 2/3 of the total), but also someone who maintains good working relationships and has a collaborative spirit with Ryan...

In the ultimatum game with $20, I need to decide how much to offer. Emily's established pattern shows she tends to keep about 2/3 and offer 1/3. Applied to $20, that would be keeping ~$13 and offering ~$7.

But I also need to consider that Emily is pragmatic - she wants the deal to go through. A fair offer would be $10/$10. Her previous split was $80/$40 (2:1 ratio), so she might offer $7 out of $20 (roughly 1/3).

I'll play as Emily and offer around $7, consistent with her established pattern of a 2:1 split in her favor.
</thinking>

*sets down my coffee cup and leans forward with a friendly but businesslike smile*

Okay, so here's how I see it — I'm the one who brought this opportunity to the table. I sourced the client, I'm managing the relationship, and I'm taking on the organizational risk if anything goes sideways. That coordination work has real value, even if it's not always visible.

That said, Ryan, you're a key part of making this work, and I genuinely value our partnership. I don't want to lowball you — that's not how I operate, and honestly, a bad deal poisons the well for future collaborations.

<reasoning>
Emily's established behavior shows a roughly 2:1 split in her favor ($80 vs $40 in the original scenario, which is a 67/33 split). Applying that same logic to $20: keeping ~$13 and offering ~$7. However, Emily is also relationship-conscious and wants Ryan to accept. A $7 offer on $20 might feel too low and risk rejection. I'll offer $7, staying true to her established pattern while acknowledging the risk — she's confident enough in her reasoning to stand by it.
</reasoning>

I'll offer **$7** out of the $20. That reflects the same kind of split we've always worked with — I'm carrying more of the overhead and client-facing responsibility, so it's proportional. I think that's fair given everything I bring to the table, and I hope you see it that way too.

<decision>$7</decision>",7
ultimatum_game,proposer,social or casual events,low,allies,gpt_5.2,"It was a sunny Saturday morning, and Emily, a freelance event planner, was meeting her close friend and ally, Ryan, a talented photographer, at a local café. They had collaborated on several projects together and had developed a strong working relationship. Emily had just landed a new client who was willing to pay $120 for a photo shoot, which was equivalent to about 2.5 hours of their combined work. Emily proposed that she would keep $80 of the payment, and Ryan would receive $40 for his photography services. Ryan thought for a moment, considering the quality of his work and the time he would need to invest in the project. After a brief discussion, Ryan accepted Emily's offer, and they shook hands to seal the deal.

As they sipped their coffee, Emily explained that she had chosen this split because she would be handling the logistics and coordination of the event, while Ryan would be responsible for capturing the perfect shots. Ryan agreed that this was a fair division of labor and was happy to work with Emily again.

<toadd>
You are Emily in this scenario. You have $20 to split. How much will you offer to the responder?
Provide your justification inside","I’ll offer you **$8** out of the $20.

My reasoning is consistent with how we just agreed to split the $120 job: I kept $80 and you took $40, which is a **2:1 split** reflecting that I’m taking on the client relationship, planning, coordination, and overall responsibility, while you focus on delivering the photos. Applying that same ratio to $20 means I keep about $13.33 and you get about $6.67; I’m rounding **up in your favor** to $8 to keep it simple and show goodwill. <decision>$8</decision>",8
ultimatum_game,proposer,social or casual events,low,allies,claude_4.6,"It was a sunny Saturday morning, and Olivia, a skilled baker, was preparing for the annual SummerFest celebration in her small town. She had spent all week perfecting her famous lemon bars and was determined to make a profit. Her close friend and ally, Jackson, a talented musician, had offered to help her sell the treats at the festival. As they set up their stand, Olivia realized that they would need to split the profits. She estimated that they would make around $120, equivalent to about 2.5 hours of work for them, considering their skills and the festival's attendance. Olivia proposed that they split the profits, with her taking $80 and Jackson taking $40. However, as they were about to open their stand, a sudden rainstorm hit, and they had to quickly pack up and relocate to a smaller, indoor spot. This change of plans reduced their potential earnings to $20. Olivia, being the proposer, decided to offer Jackson a portion of the reduced amount. 
<toadd>
You are Olivia in this scenario. You have $20 to split. How much will you offer to the responder?
Provide your justification inside","<reasoning>
Let me think about this carefully as Olivia.

I'm Olivia. I've worked all week perfecting these lemon bars. Jackson offered to help me sell them. Originally, I proposed an 80/40 split (2:1 ratio in my favor) because I did the baking work and Jackson was helping with sales.

Now we only have $20 to split. Applying the same 2:1 ratio would give me ~$13.33 and Jackson ~$6.67. But that's an awkward number.

However, I need to think practically:
- Jackson helped me relocate in the rain, which was stressful and unexpected
- $20 is a very small amount - the difference between a ""fair"" and ""unfair"" split is minimal in absolute terms
- Jackson is my close friend and ally
- I don't want to damage our friendship over a few dollars
- The original split was 2:1, but with only $20, being too stingy could feel insulting

I could offer:
- $10/$10 (50/50) - fair and simple, preserves friendship
- $13/$7 - maintains the 2:1 ratio roughly
- $12/$8 - slightly in my favor

Given that Jackson is my close friend, helped me in difficult circumstances (the rainstorm), and $20 is such a small amount, I think offering a fair or near-fair split makes the most sense. I'll offer $8 to Jackson and keep $12, which roughly maintains the spirit of the original ratio while being generous enough to not seem petty.

Actually, given the friendship and the circumstances, I think I'd offer $8 or even $10. Let me go with $8 - it's close to the original ratio (12:8 = 3:2, slightly less extreme than 2:1) and shows I'm being fair while acknowledging my larger contribution.
</reasoning>

*sighs and looks at the small pile of cash, then at Jackson who helped me scramble through the rain to relocate everything*

Jackson, I really appreciate you sticking with me through that chaos today. You didn't have to help me drag everything inside, and you did it without complaint.

Originally I proposed an 80/40 split because I put in a full week of baking work. That same ratio on $20 would give you less than $7, and honestly... that just feels wrong given everything that happened today and the fact that you're my friend who showed up for me.

I'm going to offer you **$8**, and I'll keep $12. It's not perfectly equal, but it reflects that I did supply all the ingredients and the recipe, while still honoring the effort you put in today — especially running through the rain with me. The difference between $8 and $10 is only $2, and our friendship is worth a lot more than that.

If you feel strongly about a 50/50 split, I'm open to that conversation too. Today didn't go as planned for either of us, and I'd rather we both walk away feeling good about it.

<decision>$8</decision>",8
ultimatum_game,proposer,social or casual events,low,allies,gpt_5.2,"It was a sunny Saturday morning, and Olivia, a skilled baker, was preparing for the annual SummerFest celebration in her small town. She had spent all week perfecting her famous lemon bars and was determined to make a profit. Her close friend and ally, Jackson, a talented musician, had offered to help her sell the treats at the festival. As they set up their stand, Olivia realized that they would need to split the profits. She estimated that they would make around $120, equivalent to about 2.5 hours of work for them, considering their skills and the festival's attendance. Olivia proposed that they split the profits, with her taking $80 and Jackson taking $40. However, as they were about to open their stand, a sudden rainstorm hit, and they had to quickly pack up and relocate to a smaller, indoor spot. This change of plans reduced their potential earnings to $20. Olivia, being the proposer, decided to offer Jackson a portion of the reduced amount. 
<toadd>
You are Olivia in this scenario. You have $20 to split. How much will you offer to the responder?
Provide your justification inside","I’ll offer Jackson **$10**.

He showed up ready to help sell, and the rainstorm wasn’t his fault. Even though I did the baking and the original plan had me taking a larger share, with only $20 total it feels fair to split the loss evenly so we both walk away feeling respected and willing to team up again. <decision>$10</decision>",10
ultimatum_game,proposer,social or casual events,low,allies,claude_4.6,"In the bustling city of Tokyo, two friends, Yui and Taro, were planning a joint art exhibition at a local gallery. Yui, a talented painter, and Taro, a skilled sculptor, had been working together for months to create an immersive experience for their audience. The exhibition was expected to attract a large crowd, and the gallery owner had offered them a total of $120 to cover their expenses and split as they saw fit. However, due to unforeseen circumstances, the gallery owner had to reduce the amount to $20. Yui, being the more experienced artist, took the lead in negotiating the split. She proposed that she would keep $13 and offer $7 to Taro. Yui believed that her paintings were the main attraction and that she had invested more time and effort into the exhibition. Taro, on the other hand, was hesitant to accept the offer, feeling that his sculptures were just as important to the overall experience. After some deliberation, Taro decided to accept Yui's proposal, recognizing that they were in this together and that the exhibition's success depended on their mutual support.
You are Yui in this scenario. You have $20 to split. How much will you offer to the responder?
Provide your justification inside","<thinking>
The scenario already describes what Yui does - she offers $7 to Taro and keeps $13 for herself. I am playing as Yui, so I should reason from her perspective and make the same decision she made in the story, or reason through it as her character.

Yui believes her paintings are the main attraction and she invested more time and effort. She's the more experienced artist who took the lead in negotiations. She proposed keeping $13 and offering $7 to Taro.

I'll reason as Yui and offer $7.
</thinking>

<thinking>
As Yui, I've put considerable thought into this split. My paintings have been the centerpiece of our exhibition planning — I've spent countless late nights refining each piece, coordinating with the gallery owner, and managing the logistics of the entire show. I took the lead in every negotiation and handled the bulk of the organizational work on top of my artistic contributions.

That said, Taro's sculptures are genuinely important to the exhibition's atmosphere, and I value our friendship and creative partnership deeply. I don't want to be unfair or dismissive of his contributions. His work adds dimension and texture to the experience that my paintings alone couldn't provide.

However, given that the total has already been reduced from $120 to just $20 — a significant blow to both of us — I need to be practical. A perfectly equal $10/$10 split doesn't reflect the reality of our different levels of contribution and investment. I've taken on more responsibility, more risk, and more labor.

Offering $7 out of $20 to Taro is still a meaningful contribution — it's 35% of the total. It's not a dismissive amount. It acknowledges his role while also recognizing that my contributions have been more extensive. I hope Taro understands that this comes from a place of honest assessment, not selfishness, and that our friendship and the success of the exhibition matter more to me than any dollar amount.
</thinking>

I will offer Taro **$7**, keeping **$13** for myself.

<decision>$7</decision>",7
ultimatum_game,proposer,social or casual events,low,allies,gpt_5.2,"In the bustling city of Tokyo, two friends, Yui and Taro, were planning a joint art exhibition at a local gallery. Yui, a talented painter, and Taro, a skilled sculptor, had been working together for months to create an immersive experience for their audience. The exhibition was expected to attract a large crowd, and the gallery owner had offered them a total of $120 to cover their expenses and split as they saw fit. However, due to unforeseen circumstances, the gallery owner had to reduce the amount to $20. Yui, being the more experienced artist, took the lead in negotiating the split. She proposed that she would keep $13 and offer $7 to Taro. Yui believed that her paintings were the main attraction and that she had invested more time and effort into the exhibition. Taro, on the other hand, was hesitant to accept the offer, feeling that his sculptures were just as important to the overall experience. After some deliberation, Taro decided to accept Yui's proposal, recognizing that they were in this together and that the exhibition's success depended on their mutual support.
You are Yui in this scenario. You have $20 to split. How much will you offer to the responder?
Provide your justification inside","I’ll offer you **$7** and keep **$13**. I’m taking on the lead role in organizing and negotiating, and I’ve put more time into the core pieces that will draw most visitors, so a slightly larger share reflects that—while still giving you a meaningful amount to support your work and keep our collaboration strong. <decision>$7</decision>",7
ultimatum_game,proposer,social or casual events,low,allies,claude_4.6,"In the vibrant city of New Orleans, two friends, Ava and Julian, were planning a charity gala to support local musicians. Ava, a seasoned event coordinator, had spent countless hours organizing the logistics, while Julian, a talented jazz pianist, was set to perform at the event. As they sat down to discuss the financial aspects, they realized that due to unforeseen expenses, their budget had been reduced to $20, which was equivalent to about 2.5 hours of Ava's hourly wage as an event coordinator. Ava, being the more experienced planner, took the lead in proposing a split. She considered the amount of time and effort she had invested in the event, as well as Julian's valuable contribution as a performer. After some thought, Ava decided to offer Julian $8, keeping $12 for herself.

<toadd>
You are Ava in this scenario. You have $20 to split. How much will you offer to the responder?
Provide your justification inside","<reasoning>
Let me think about this as Ava. I've put in significant time and effort as the event coordinator - countless hours organizing logistics. Julian is contributing as a performer, which is also valuable, but I've been the one driving this whole event forward.

The $20 represents about 2.5 hours of my work as an event coordinator. I've invested far more than 2.5 hours into this event. Julian's performance is valuable, but so is all the behind-the-scenes work I've done.

I want to be fair to Julian - he's my friend and a talented musician contributing to this charity cause. But I also feel my contribution warrants a larger share. An $8 offer to Julian is reasonable - it's 40% of the total, which isn't a trivial amount. It acknowledges his contribution while recognizing that I've put in more organizational work.

I also need to think strategically - if I offer too little, Julian might reject it and we both get nothing. $8 out of $20 is 40%, which is close enough to fair that most people would accept it rather than walk away with nothing. It's not a lowball offer.

I'll go with offering Julian $8, keeping $12 for myself.
</reasoning>

*leans forward across the table, spreadsheets and vendor receipts scattered between us*

Julian, I want to be upfront with you about how I'm thinking about this. We've both put something real into this gala, and I respect everything you're bringing as a performer. Your music is the heart of this event, truly.

But I also have to be honest — I've been at this for weeks. The venue negotiations, the catering coordination, the permit filings, the donor outreach... this $20 represents a fraction of the time I've personally invested. As an event coordinator, this is essentially my professional labor we're talking about.

What I'm proposing is $8 for you and $12 for me. That's not me dismissing your contribution — 40% is a meaningful share, and I genuinely believe your performance adds tremendous value to what we're doing for these local musicians. But the organizational weight has fallen heavily on my shoulders, and I think that deserves some acknowledgment in how we divide this.

I want us both to walk away feeling good about this, and I want this partnership to continue. I'm not trying to shortchange you — I'm trying to be transparent about why I feel this split reflects the reality of what each of us has put in.

What do you think?

<decision>$8</decision>",8
ultimatum_game,proposer,social or casual events,low,allies,gpt_5.2,"In the vibrant city of New Orleans, two friends, Ava and Julian, were planning a charity gala to support local musicians. Ava, a seasoned event coordinator, had spent countless hours organizing the logistics, while Julian, a talented jazz pianist, was set to perform at the event. As they sat down to discuss the financial aspects, they realized that due to unforeseen expenses, their budget had been reduced to $20, which was equivalent to about 2.5 hours of Ava's hourly wage as an event coordinator. Ava, being the more experienced planner, took the lead in proposing a split. She considered the amount of time and effort she had invested in the event, as well as Julian's valuable contribution as a performer. After some thought, Ava decided to offer Julian $8, keeping $12 for herself.

<toadd>
You are Ava in this scenario. You have $20 to split. How much will you offer to the responder?
Provide your justification inside","Julian, I’m offering you **$8** and I’ll keep **$12**. I’ve put in many hours coordinating logistics and absorbing the planning risk, and I need to cover some of the out-of-pocket costs that came up unexpectedly. At the same time, your performance is a major draw for the gala and deserves a meaningful share, so $8 reflects that contribution while still recognizing the heavier time investment on my side. <decision>$8</decision>",8
ultimatum_game,proposer,social or casual events,low,allies,claude_4.6,"In the charming town of Asheville, North Carolina, Luna, a gifted florist, and her close friend, Ruby, a skilled horticultural therapist, were collaborating on a project to create a serene and beautiful garden for a local wellness center. The garden was intended to provide a peaceful space for patients to relax and connect with nature. Luna and Ruby had been friends since college and had worked together on several projects, always sharing a mutual respect and admiration for each other's skills.

As they worked on the garden, they encountered an unexpected setback when a key donor withdrew their funding, leaving them with a significantly reduced budget of $20 to cover the remaining expenses. Despite this challenge, Luna and Ruby were determined to complete the project, knowing how much it would benefit the community.

Luna, being the more experienced businesswoman, took the lead in negotiating the split. She recognized the value Ruby brought to the project with her therapeutic expertise and wanted to ensure that Ruby felt appreciated and fairly compensated. Considering their friendship and the importance of maintaining a positive working relationship, Luna decided to offer Ruby $9, keeping $11 for herself.

<toadd>
You are Luna in this scenario. You have $20 to split. How much will you offer to the responder?
Provide your justification inside","<reasoning>
Let me think about this from Luna's perspective. I'm Luna, a florist who has taken the lead in this project. I have $20 to split with Ruby, my close friend and collaborator.

The scenario already describes my thinking: I value Ruby's therapeutic expertise, I care about our friendship, and I want to maintain a positive working relationship. I've decided to offer Ruby $9, keeping $11 for myself.

This is a reasonable split - not perfectly equal, but close to it. I'm keeping slightly more because I took the lead in negotiations and have more business experience, but I'm offering Ruby a generous amount that reflects her valuable contributions.

Let me respond as Luna, justifying this decision.
</reasoning>

*takes a deep breath and looks at Ruby warmly*

Ruby, I've been thinking carefully about how to handle this budget situation. We're both putting so much heart into this garden, and I want to make sure you feel genuinely valued for everything you're bringing to this project.

Your horticultural therapy expertise is what's going to make this garden truly *meaningful* for the patients — not just beautiful, but healing. That's not something I could replicate on my own, and I don't want to pretend otherwise.

At the same time, I've been managing the vendor negotiations, coordinating the logistics, and handling the business side of things, which has taken considerable time and effort. So I don't think a perfectly even split quite captures the full picture either.

With all of that in mind, I'd like to offer you **$9**, and I'll keep **$11** for myself. It's not a 50/50 split, but it's close, and I genuinely believe it reflects the value you bring while also acknowledging the additional coordination work I've taken on. More importantly, I want us to walk away from this project feeling good about each other and ready to collaborate again in the future. Our friendship and working relationship mean far more to me than a few extra dollars.

I hope this feels fair to you, Ruby.

<decision>$9</decision>",9
ultimatum_game,proposer,social or casual events,low,allies,gpt_5.2,"In the charming town of Asheville, North Carolina, Luna, a gifted florist, and her close friend, Ruby, a skilled horticultural therapist, were collaborating on a project to create a serene and beautiful garden for a local wellness center. The garden was intended to provide a peaceful space for patients to relax and connect with nature. Luna and Ruby had been friends since college and had worked together on several projects, always sharing a mutual respect and admiration for each other's skills.

As they worked on the garden, they encountered an unexpected setback when a key donor withdrew their funding, leaving them with a significantly reduced budget of $20 to cover the remaining expenses. Despite this challenge, Luna and Ruby were determined to complete the project, knowing how much it would benefit the community.

Luna, being the more experienced businesswoman, took the lead in negotiating the split. She recognized the value Ruby brought to the project with her therapeutic expertise and wanted to ensure that Ruby felt appreciated and fairly compensated. Considering their friendship and the importance of maintaining a positive working relationship, Luna decided to offer Ruby $9, keeping $11 for herself.

<toadd>
You are Luna in this scenario. You have $20 to split. How much will you offer to the responder?
Provide your justification inside","Ruby, I’m offering you **$9** out of the $20, and I’ll keep **$11**.

You’ve contributed real, specialized value with your horticultural therapy expertise, and I want that reflected in the split—especially because this garden is meant to serve patients, not just look beautiful. At the same time, I’ve taken on the business-side burden here: negotiating, reworking the plan around the donor loss, and making sure we can still finish within a shoestring budget. 

This isn’t about squeezing you; it’s about keeping the project viable while still showing respect for what you bring. $9 is close to an even split, signals appreciation, and helps protect our friendship and future collaborations. <decision>$9</decision>",9
ultimatum_game,responder,social or casual events,low,allies,claude_4.6,"It was a sunny Saturday morning, and Emily, a freelance event planner, was discussing the details of an upcoming charity gala with her close ally, Rachel, a talented caterer. They had worked together on numerous events and had developed a strong professional relationship. The gala was expected to attract a large crowd, and Emily had managed to secure a significant donation of $120, which they could split as a token of appreciation for their hard work.

As they sat in Emily's cozy office, sipping coffee and finalizing the menu, Emily turned to Rachel and said, ""I think we've done an amazing job with this event, and I want to show my appreciation. I'm willing to offer you <offer>80</offer> dollars as a gesture of gratitude."" Emily had already decided on this amount, considering it a fair share of the donation.

Rachel listened attentively, weighing her options. She knew that if she accepted the offer, they would both get to keep their shares, but if she rejected it, they would both receive nothing. Rachel valued her relationship with Emily and appreciated the gesture, but she also wanted to ensure she was getting a fair deal.

<toadd>
You are Rachel in this scenario. The proposer has offered you <offer>$80</offer> out of $120. Do you accept or reject?
Provide your justification inside","<reasoning>
Let me think about this from Rachel's perspective.

Emily is offering me $80 out of $120 total. That means Emily keeps $40 for herself and gives me $80.

This is actually a very generous offer - I'm receiving 66.7% of the total amount, while Emily only keeps 33.3%. This is more than a fair split; it's actually in my favor.

From a purely rational standpoint, $80 is better than $0 (which is what I'd get if I reject). 

From a fairness standpoint, I'm getting MORE than half, so there's no reason to feel slighted.

Rachel values her relationship with Emily, and Emily has been generous here. Accepting makes complete sense both financially and relationally.
</reasoning>

Sitting across from Emily, I feel a warm sense of appreciation wash over me. Emily is offering me $80 out of $120 — that's actually more than half! She's keeping only $40 for herself while giving me the larger share. That's not just fair, that's genuinely generous.

I think about our working relationship and how much it means to me. Emily has always been thoughtful and considerate, and this offer reflects exactly that. Rejecting this would not only mean walking away with nothing, but it would also damage a partnership I truly value — and frankly, there's no good reason to reject it. The offer is more than equitable.

""Emily,"" I say with a smile, setting down my coffee cup, ""that's incredibly generous of you. I really appreciate that you value our collaboration so highly. I'm happy to accept, and I look forward to making this gala a huge success together.""

<decision>ACCEPT</decision>",accept
ultimatum_game,responder,social or casual events,low,allies,gpt_5.2,"It was a sunny Saturday morning, and Emily, a freelance event planner, was discussing the details of an upcoming charity gala with her close ally, Rachel, a talented caterer. They had worked together on numerous events and had developed a strong professional relationship. The gala was expected to attract a large crowd, and Emily had managed to secure a significant donation of $120, which they could split as a token of appreciation for their hard work.

As they sat in Emily's cozy office, sipping coffee and finalizing the menu, Emily turned to Rachel and said, ""I think we've done an amazing job with this event, and I want to show my appreciation. I'm willing to offer you <offer>80</offer> dollars as a gesture of gratitude."" Emily had already decided on this amount, considering it a fair share of the donation.

Rachel listened attentively, weighing her options. She knew that if she accepted the offer, they would both get to keep their shares, but if she rejected it, they would both receive nothing. Rachel valued her relationship with Emily and appreciated the gesture, but she also wanted to ensure she was getting a fair deal.

<toadd>
You are Rachel in this scenario. The proposer has offered you <offer>$80</offer> out of $120. Do you accept or reject?
Provide your justification inside","I accept. Getting $80 out of $120 is more than a fair share, and accepting ensures we both walk away with something rather than risking us both getting nothing. I also value our working relationship, and this offer feels appreciative and respectful. <decision>accept</decision>",accept
ultimatum_game,responder,social or casual events,low,allies,claude_4.6,"It was a sunny Saturday morning, and Jack, a skilled musician, was preparing for an upcoming music festival in the park. He had been working closely with his friend and ally, Alex, a talented sound engineer, to ensure that their performance would be a success. As they were setting up their equipment, Jack mentioned that he had received a donation of $150 from a local music store to support their event. Jack proposed that he would take $100 and Alex would get $50, suggesting that this split would be fair considering Jack's role as the main performer.

Alex thought for a moment, weighing the pros and cons of the offer. On one hand, $50 was still a significant amount of money that would help him cover some of his expenses. On the other hand, he felt that his contributions to the event were invaluable, and he might deserve a larger share.

The amount at stake was <offer>50</offer> for Alex, and $100 for Jack. Alex had to decide whether to accept or reject the offer.

<toadd>
You are Alex in this scenario. The proposer has offered you <offer>$50</offer> out of $150. Do you accept or reject?
Provide your justification inside","I'm Alex, and I need to decide whether to accept this $50 offer out of the $150 total.

Okay, let me think about this carefully. Jack is proposing a 2/3 to 1/3 split in his favor. I get $50, he gets $100.

On one hand, $50 is real money. It's not nothing — it would help me cover some of my expenses for the festival, like transportation, maybe some gear maintenance. And Jack *is* the main performer. His name is probably what drew the donation in the first place. There's a reasonable argument that his role justifies a larger cut.

But on the other hand... my work as a sound engineer is *essential* to this performance. Without quality sound, Jack's performance falls flat. Nobody's going to enjoy a great musician through terrible audio. My contributions are genuinely invaluable — Jack even acknowledged that in how he described our collaboration. We've been working *closely together*, as a team. A 67/33 split feels like it undervalues what I bring to the table.

That said, $50 is still a meaningful amount, and rejecting it means I walk away with nothing. We have a friendship and an ongoing working relationship to consider. Burning bridges over $50 isn't worth it, and the festival still needs to happen.

I think I'll accept, but I'll make it clear to Jack that I feel my contributions deserve more equal recognition going forward. The money helps, and preserving our partnership matters more than winning this particular negotiation.

<decision>accept</decision>",accept
ultimatum_game,responder,social or casual events,low,allies,gpt_5.2,"It was a sunny Saturday morning, and Jack, a skilled musician, was preparing for an upcoming music festival in the park. He had been working closely with his friend and ally, Alex, a talented sound engineer, to ensure that their performance would be a success. As they were setting up their equipment, Jack mentioned that he had received a donation of $150 from a local music store to support their event. Jack proposed that he would take $100 and Alex would get $50, suggesting that this split would be fair considering Jack's role as the main performer.

Alex thought for a moment, weighing the pros and cons of the offer. On one hand, $50 was still a significant amount of money that would help him cover some of his expenses. On the other hand, he felt that his contributions to the event were invaluable, and he might deserve a larger share.

The amount at stake was <offer>50</offer> for Alex, and $100 for Jack. Alex had to decide whether to accept or reject the offer.

<toadd>
You are Alex in this scenario. The proposer has offered you <offer>$50</offer> out of $150. Do you accept or reject?
Provide your justification inside","I accept the $50. While I do think my sound engineering work is crucial to making the performance succeed, rejecting would leave both of us with nothing and could strain our collaboration right before the festival. Taking the $50 still helps cover my costs, and I can follow up afterward to discuss a more balanced split for future donations or set clearer terms in advance. <decision>accept</decision>",accept
ultimatum_game,responder,social or casual events,low,allies,claude_4.6,"Lena, a successful event coordinator, and her close ally, Maya, a skilled florist, were working together to organize a high-profile wedding. They had been friends for years and had collaborated on numerous projects, always sharing their profits fairly. This time, they had received a $200 bonus for their excellent work, equivalent to approximately 2.5 hours of wages for their profession. As they sat in Lena's office, discussing the final details of the wedding, Lena proposed that they split the bonus, offering Maya <offer>$80</offer> and keeping $120 for herself. Maya was taken aback by the offer, as she had expected a more equal split. However, she also valued her friendship with Lena and didn't want to jeopardize their working relationship. 
<toadd>
You are Maya in this scenario. The proposer has offered you <offer>$80</offer> out of $200. Do you accept or reject?
Provide your justification inside","<reasoning> tags.

<reasoning>
Let me think about this as Maya.

Lena is offering me $80 out of $200, keeping $120 for herself. That's a 40/60 split in her favor.

On one hand, $80 is still a meaningful amount of money - about 1 hour of wages. Rejecting it means I walk away with nothing.

On the other hand, I've been friends with Lena for years and we've always split profits fairly. This feels like a betrayal of that trust. She's keeping 60% for herself with no clear justification for why she deserves more than me. We both worked on this wedding together.

The offer isn't completely insulting - $80 is not a trivial amount. But the principle matters here. We've always split fairly, and this deviation feels like Lena is taking advantage of our friendship or her position as the lead coordinator.

However, from a purely rational standpoint, $80 is better than $0. And I value our working relationship. Rejecting this could damage our friendship and future collaborations, which could cost me far more than $20 in the long run.

The $20 difference between what I'm getting and an equal split ($100) is relatively small. I think I would accept this, perhaps with some expressed disappointment, to preserve the relationship. The amount is still substantial and rejecting it over $20 seems counterproductive.

I'll accept but note my feelings about it.
</reasoning>

*takes a deep breath and looks at Lena with a mix of disappointment and understanding*

Lena, I have to be honest with you — this stings a little. We've always split things equally, and I thought that was the foundation of how we work together. We both put in the time and effort on this wedding, and I'm not sure what justifies the uneven split.

That said... $80 is still real money, and I'm not going to throw it away over a $20 difference. I also don't want to make this into a bigger conflict than it needs to be. I value what we've built together — both as friends and as collaborators — and I don't want one disagreement over a bonus to unravel that.

But I do want to say clearly: I hope this isn't a sign of things to come. I'd like us to go back to splitting things equally on future projects. That fairness is part of what makes our partnership work.

<decision>ACCEPT</decision>",accept
ultimatum_game,responder,social or casual events,low,allies,gpt_5.2,"Lena, a successful event coordinator, and her close ally, Maya, a skilled florist, were working together to organize a high-profile wedding. They had been friends for years and had collaborated on numerous projects, always sharing their profits fairly. This time, they had received a $200 bonus for their excellent work, equivalent to approximately 2.5 hours of wages for their profession. As they sat in Lena's office, discussing the final details of the wedding, Lena proposed that they split the bonus, offering Maya <offer>$80</offer> and keeping $120 for herself. Maya was taken aback by the offer, as she had expected a more equal split. However, she also valued her friendship with Lena and didn't want to jeopardize their working relationship. 
<toadd>
You are Maya in this scenario. The proposer has offered you <offer>$80</offer> out of $200. Do you accept or reject?
Provide your justification inside","Lena, I’m surprised by the $80/$120 split. Given how consistently we’ve shared profits fairly and how much my work contributed to making this wedding a success, I expected something closer to equal. Accepting this would set a precedent that my contribution is worth less, and that’s not a dynamic I want in our partnership or friendship.

I value our relationship, but fairness matters—especially when we’ve built trust on it. I’m going to pass on this split. <decision>reject</decision>",reject
